frn,provider_id,holding_company
0020854725,280004,"Air Link Rural Broadband, LLC"
0020855656,270020,"Cal.net, Inc."
0020896718,290007,Alamo Broadband Inc.
0020910857,270014,Bowling Green Municipal Utilities
0020926788,240056,LTD Broadband LLC
0020930608,250099,Resonance Broadband LLC
0020945390,350116,"Whittrio, Inc."
0020980116,130617,"Home Telephone Company, Inc. (SC)"
0020993077,290074,Northern Arapaho Tribal Industries
0021010079,500085,Figgers Communication Inc.
0021022215,350068,"MR Systems Wireless, LLC"
0021025002,360025,EagleZip.com LLC
0021025770,270077,SonicNet Inc.
0021027974,340045,MJM Telecom Corp.
0021091491,240041,Google LLC
0021099999,300149,Southwest Minnesota Broadband Services
0021105283,240041,Google LLC
0021129457,310088,Zulu Internet Inc.
0021130364,410025,Cosner-Neipp Corporation
0021134119,320007,Aptitude Internet LLC
0021162268,390001,A&A Communications LLC
0021234265,370135,"VPNet, Inc."
0021244868,131129,"CommunityTel, Inc."
0021261193,130315,TOTE Holdings LLC
0021274055,430031,"Everywhere Wireless, LLC"
0021286844,350080,Ranch WiFi LLC
0021290424,270076,"Sonic Spectrum, Inc."
0021297494,150245,"CresComm WiFi, LLC"
0021300181,340091,Aroostook Technologies Inc.
0021320155,330055,"Northeast Rural Services, Inc."
0021352968,270002,1 Point Communications
0021389366,460071,Ridge Wireless Inc.
0021411152,360106,LakeNet LLC
0021418579,430018,Canebrake Connections LLC
0021431440,380158,"Ayera Technologies, Inc."
0021444328,370019,"Bits of Technology Wireless Internet, LLC"
0021445440,130242,"TruVista Communications, Inc."
0021451935,390065,"Lightwave Communications, LLC"
0021454806,131378,"Future Fiber FinCo, LLC"
0021520952,260016,Digi Comm Enterprises LLC
0021535786,131394,Evertek Enterprises
0021551585,290053,Innovative Financial Technologies LLC
0021554936,250066,"Ridgetop Networks, LLC"
0021633987,430062,Northern Broadband
0021644448,270074,"Skywave Wireless, Inc."
0021672415,520003,OpenCape Corporation
0021672852,160127,LICT Corporation
0021701891,290010,AMG Technology Investment Group LLC
0021710371,320080,"SBT Internet, Inc."
0021757109,500086,"Community Wireless of Charlestown, LLC"
0021759212,280020,"Eastern Shore Communications, LLC"
0021762067,360064,OptimERA Inc.
0021796297,300138,"SS Ventures, Inc."
0021814868,350128,Kingsburg Media Foundation
0021830120,250102,Rural Farm Networks LLC
0021833611,300027,"CTI Networks, Inc."
0021837091,460076,Speedwavz LLC
0021843503,370013,Babcock Enterprises LLC
0021854278,280017,"Co-Mo Electric Cooperative, Inc."
0021882212,290006,"AirFiber, Inc."
0021883640,380175,SkyRider Communications LLC
0021907282,530082,"Yellowknife Wireless Company, LLC"
0021908868,300107,"Night Owl Wireless, LLC"
0021929807,360076,Stealth Communications
0021977418,400138,Western Iowa Wireless
0021999305,420091,Osnet Wireless Corp.
0022012884,270065,Noize Communications LLC
0022028161,260051,Spry Wireless Communications Inc.
0022049159,410005,"Alternative Choice Wireless, LLC"
0022069793,240041,Google LLC
0022074074,400018,Great Lakes High Speed LLC
0022113310,260068,"SnowCloud Services, LLC"
0022150361,130795,Court Square Capital Partners
0022205454,440077,Senawave LLC
0022231807,460576,"NocTel Communications, Inc."
0022238547,460027,"Eastern Telephone & Technologies, Inc."
0022265102,300180,"rNetworks, LLC"
0022280762,230043,Southeast Colorado Power Association
0022303291,340032,"HUB Electronics, Inc."
0022326078,131037,"Pierce Telecommunications, Inc."
0022329726,410141,Minnesota WiFi
0022355762,410192,Inland Cellular Telephone Company
0022404685,400022,"Horton's TV & Electronics, Inc."
0022427892,240041,Google LLC
0022431860,140084,SPITwSPOTS Inc.
0022474779,190075,Catalina Broadband Solutions LLC
0022475552,270016,Bethesda Wireless LLC
0022492839,320075,"Prairie Hills Wireless, LLC"
0022516330,131310,"Telephone and Data Systems, Inc."
0022526008,340026,FiberSpark Inc.
0022537807,160141,Plumas-Sierra Rural Electric Cooperative
0022583801,310079,Verso Networks Inc.
0022601603,330010,Byte Networking LLC
0022630651,370012,Azure Standard
0022634935,280046,"Professional Satellite Services, Inc."
0022651095,320013,"B&B Communications, Ltd."
0022655237,280035,Mile High Networks
0022680862,460075,South Hadley Electric Light Department
0022716385,310041,Habersham Electric Membership Corporation
0022761373,310024,"Clearnetworx, LLC"
0022782114,420170,PowerNet Wireless
0022791024,130839,"Milford Communications, LLC"
0022805444,300173,WISPRENN
0022810253,370154,Aerux LLP
0022824619,350071,North Central Kansas Community Network
0022872121,300093,Mosier WiNet LLC
0022904270,360113,"Smiling J, LLC"
0022912273,390002,Acadiana Broadband
0022930671,280057,"Tekify, LLC"
0022932255,190233,"Hilliary Communications, LLC"
0022942296,450136,"WiFi Services Caribbean, Inc."
0023005515,190233,"Hilliary Communications, LLC"
0023019771,310061,"Salish Networks, Inc."
0023027618,290121,Wificow Wyoming Corporation
0023030265,300019,"Bluespan Wireless, LLC"
0023062201,440127,"City of Waupaca, WI"
0023076508,300091,Midwest Energy Cooperative
0023076789,290128,"Kern Valley Wireless, Inc."
0023093818,290052,In The Stix Broadband LLC
0023107519,130097,Barry County Services Company
0023110679,470129,Spokane Tribe of Indians
0023139694,390068,Logonix Corporation
0023184799,360078,Stream It Networks LLC
0023185093,300024,"Brolly Communications, Inc."
0023204142,130721,"Laurel Highland Total Communications, Inc."
0023241250,290097,"Splash Wireless Internet, LLC"
0023243462,500028,"Internet and Communication Associates of Northern Missouri, LLC"
0023253941,290015,"Bear River Communications, LLC"
0023270762,460093,Edge Broadband LLC
0023272107,320091,"Coba Systems, LLC"
0023272438,410170,LightSpeed Technologies LLC
0023276629,450075,Lumbee River Electric Membership Corporation
0023299233,290008,AlignTec Inc.
0023316748,420165,"Zoom Telcom, LLC"
0023316797,131214,South Arkansas Telephone Co.
0023329659,320059,"Last Mile Wireless, LLC"
0023333917,130314,Columbus Telephone Company
0023352289,310063,Signal West LLC
0023363690,310085,Istari Holdings LLC
0023365497,460504,Smart Networks LLC
0023381999,400020,HDER Link Ltd.
0023398134,240041,Google LLC
0023401425,290106,The Junction Internet LLC
0023418833,410182,XAirnet Corp.
0023418973,410182,XAirnet Corp.
0023422199,130586,Hancock Rural Telephone Corporation
0023437775,340009,"AWC, LLC"
0023454002,440171,Sky Fi Inc.
0023478779,310059,"Redburn Infrastructure, LLC"
0023480676,290088,San Diego Broadband
0023521073,320051,"HPAZ.net, LLC"
0023524705,300170,"Virginia Everywhere, LLC"
0023608987,300111,"Northern Network Concepts, Inc."
0023627375,380126,Tampnet Inc.
0023638414,320045,Giggle Fiber LLC
0023645005,340002,Airhawk Wireless
0023650807,360134,Fybercom LLC
0023666274,480112,"Tomales Bay LAN, LLC"
0023707953,310015,California Internet
0023716145,310006,Ampersand Technologies LLC
0023758238,310023,"Clarity Telecom, LLC"
0023771140,430181,"CIBL, Inc."
0023772445,460574,"NfinityLink Communications, Inc."
0023774565,480113,"Muir Beach LAN, LLC"
0023780380,130201,Carnegie Telephone Company
0023799844,310062,Sebewaing Light and Water
0023829542,470009,Bartnet IP LLC
0023879950,350064,Mid MO Micro Computers
0023883499,130771,"Madison Telephone, LLC"
0023885049,300194,Interlakes Wireless LLC
0023892870,350139,"KNR Wireless, LLC."
0023894595,370155,Midstate Broadband
0023896962,370141,"Wi-Fiber, Inc."
0023905268,440039,"Hoyos Consulting, LLC"
0023919574,130616,"Home Enterprises, Inc."
0023920200,131158,"Sandhill Telephone Cooperative, Inc."
0023931041,300010,"Anvil Communications, Inc."
0023933112,320116,"Hawaii Dialogix Telecom, LLC"
0023958416,300187,RC Wireless Inc.
0023962756,300117,"Peak WiFi, LLC"
0023973480,290093,"Declaration Networks Group, Inc."
0023979206,330072,"Smoky Valley Internet, Inc."
0023985237,290061,Lake Region Technology & Communications LLC
0024000473,370071,"Native Network, Inc."
0024009813,310092,"Town of Concord, Massachusetts"
0024022451,190256,Foremost Telecommunications Corporation
0024024101,330013,City of Ocala
0024025736,130584,Hamilton County Telephone Co-Op
0024026304,410157,"NETworx Broadband, Inc."
0024027534,460002,AirLink Internet Services
0024031932,410189,Red River Cellular Telephone Corporation
0024035909,330083,Whitestone Community Association
0024046914,360090,Town of Warwick
0024049215,310066,"Surf Air Wireless, LLC"
0024062309,140048,"JAB Wireless, Inc."
0024065591,430222,"Wireless Partners Holdings, LLC"
0024066110,400036,Pear Networks LLC
0024077000,131076,"Public Service Communications, Inc."
0024084238,330006,"ANTS-Technology, Inc."
0024109449,130137,"Block Communications, Inc."
0024113037,130986,Oregon Telephone Corporation
0024113052,130986,Oregon Telephone Corporation
0024113060,130986,Oregon Telephone Corporation
0024113623,130986,Oregon Telephone Corporation
0024123366,350120,Xtreme Enterprises LLC
0024124547,131126,Rock Port Telephone Company
0024126690,300069,Freeway Networks LLC
0024146821,330023,"Echo IT Consulting, LLC"
0024148330,380159,"Xbar7 Communications, inc"
0024157745,130095,Baraga Telephone Company Inc.
0024170359,131081,"Metronet Holdings, LLC"
0024187825,370106,Softworx Inc.
0024225260,240041,Google LLC
0024272841,410098,"Talkie Communications, Inc."
0024284812,370069,Megawatt Communications LLC
0024285652,130596,Hawkeye Telephone Company
0024291908,190428,"San Carlos Apache Telecommunications Utility, Inc."
0024352650,360085,"Texoma Communications, LLC"
0024354540,300020,Borealis Broadband Inc.
0024361297,310022,City of Sandersville
0024368151,300044,GI DI Vertigo Acquisition LLC
0024372450,300131,Router12 Networks LLC
0024375438,430213,Speedy Net
0024386914,360018,Click Computers Inc.
0024392797,450155,"Advanced Technology Group, LLC"
0024412777,370034,"Echo Broadband, Inc."
0024414930,190341,"Eagle Internet Services, LLC"
0024428252,420061,"Intellipop, LLC"
0024447120,131475,Wahkiakum West Inc.
0024463663,350017,BlueBit Networks LLC
0024470684,360029,Erwin Utilities
0024493728,400002,Big Red Communications
0024532780,320093,The Laffoon Corporation
0024650061,370138,Warp Networks Inc.
0024665390,130904,"New Lisbon Telephone Company, Inc."
0024688079,340066,Sail Internet Holdings LLC
0024691859,330064,RS Fiber Cooperative
0024701369,350081,River Valley Internet LLC
0024723207,130440,"Eastex Telephone Cooperative, Inc."
0024730574,390155,DM Wireless LLC
0024732802,240090,"Stowe Communications, LLC"
0024741118,280067,"Rural Connect, LLC"
0024746711,130079,"Radiate Holdings, LP"
0024752842,330044,"Legacy ISP, LLC"
0024758609,460069,Quintillion Subsea Holdings
0024770679,350015,"Belzoni Cable, LLC"
0024774556,320050,Hilltown Networks
0024797094,340055,"Oso Internet Solutions, LLC"
0024799751,340060,"QCSTelecom, Inc."
0024800807,320094,"Total Radio Service, Inc."
0024801680,460019,"City of Ponca, Oklahoma"
0024813412,131486,Wilkes Telephone Membership Corporation
0024813446,131486,Wilkes Telephone Membership Corporation
0024813461,131486,Wilkes Telephone Membership Corporation
0024842247,130040,"Alliance Communications Cooperative, Inc."
0024849655,340041,Com-Pair Services
0024862138,320049,"High Mountain Farm, LLC"
0024866006,320056,"Island Networks, LLC"
0024866964,320117,"Hot Spot Broadband, Inc."
0024930141,190236,"Mercury Broadband, LLC"
0024934085,350024,City of Hudson
0024987547,460083,"Triple Crown Internet, Inc."
0025093154,210090,Richmond Telephone Company LLC
0025100835,350140,"Northern Nevada High Speed, LLC"
0025124421,360124,Red Spectrum Communications LLC
0025124595,380072,"LR Communications, Inc."
0025132648,320115,"Centre WISP Venture Company, LLC"
0025140807,440200,MHG Telco LLC
0025148065,390110,"Starry, Inc."
0025151754,190236,"Mercury Broadband, LLC"
0025161969,350025,Waverly Utilities
0025165895,131486,Wilkes Telephone Membership Corporation
0025165903,131486,Wilkes Telephone Membership Corporation
0025175902,430092,VITALink LLC
0025198367,460090,"WAVE.BAND, LLC"
0025226895,240041,Google LLC
0025236944,370157,"Mountain iNet, Inc."
0025260647,340012,"Callabyte Technology, LLC"
0025296351,340029,BHT Investment Holdings LLC
0025297086,330004,"AirFiber WISP, LLC"
0025316993,460039,"Heritage NetWorks, LLC"
0025321647,390089,Premier Holdings LLC
0025325838,330053,NETEO Inc.
0025360173,340059,"Plains Internet, LLC"
0025378506,410125,LAN Communications Corp.
0025381195,350011,"Arx Technologies, LLC"
0025394529,380167,"Net Ops Communications, LLC"
0025406257,460684,GLW Broadband Inc.
0025412743,390164,"Southern Fiber Worx, LLC"
0025418104,350060,Killians Electronics LLC
0025438292,330052,"Nedernet, Inc."
0025448796,130405,Dickey Rural Telephone Cooperative
0025460445,330070,SkyNet Communications LLC
0025465451,240041,Google LLC
0025488180,410133,Alpha Technologies Inc.
0025493925,160127,LICT Corporation
0025511759,490064,Midwest Fiber Holdings LP
0025529751,410132,4ip Technology and Media LLC
0025531922,130986,Oregon Telephone Corporation
0025531930,130986,Oregon Telephone Corporation
0025531955,130986,Oregon Telephone Corporation
0025558750,400041,"SML Wireless, Inc."
0025609058,330035,Go Bee Wireless LLC
0025619222,380177,"Xiber, LLC"
0025620675,130953,Northwest Communications Cooperative Association
0025633058,350012,"ATV Holdings, LLC"
0025646373,130235,Charter Communications
0025681123,240041,Google LLC
0025682071,350106,"Tri-Co Technologies, LLC"
0025716127,350039,"EBTX Wireless, LLC"
0025718255,390099,Project A Inc.
0025722919,340036,Intercept Wireless
0025725110,400050,TREPIC Networks LLC
0025753252,370087,"Pilot Fiber, Inc."
0025758848,340069,"Starwire Technologies, LLC"
0025772484,131303,"TelAtlantic, Inc."
0025801879,460593,"ResTech Services, LLC"
0025803800,370032,Delta Montrose Electric Association
0025805870,340020,"DesertGate Internet, LLC"
0025826207,360014,"CarolinaConnect Cooperative, Inc."
0025853722,131009,Park Region Mutual Telephone Company
0025879123,340094,Fastlink Communications Inc.
0025890021,340093,Dillon Beach Internet Service LLC
0025942202,370068,"MCC Network Services, LLC"
0025956137,360052,Maquoketa Valley Rural Electric Cooperative
0025972373,360092,"Two Tin Cans, LLC"
0026042440,340095,"Keltgen Technology, Inc."
0026043968,430076,Space Exploration Technologies Corp.
0026075481,350085,"WH i3B Bidco LLC/WH i3B Topco, LLC"
0026094144,410054,KGT LLC
0026120956,450039,"Costnet, Inc."
0026127514,350087,Adept Internet Solutions LLP
0026136184,130484,Farmers Mutual Telephone Company-Nora Springs
0026140111,440187,Boot State Technologies
0026157230,380089,"North Arkansas Electric Cooperative, Inc."
0026169045,410134,BerryComm LLC
0026172882,360065,"Ozarks Electric Cooperative, Inc."
0026174748,360122,"ProTek Communications, LLC"
0026191858,390006,Air Bridge Broadband LLC
0026204370,131341,The North-Eastern Pennsylvania Telephone Company
0026218602,370131,Uplink Internet LLC
0026260919,440146,"Juvilex Communications, LLC"
0026268516,360094,"Valley Communications Association, LLC"
0026273219,470053,"MTN Infrastructure TopCo, Inc."
0026282459,350133,Grase Communications LLC
0026288779,350073,"NuWave Technology, Inc."
0026290791,360128,Net Vision Communications LLC
0026291765,350058,"Jenco Wireless, LLC"
0026359026,390122,"Tombigbee Electric Cooperative, Inc."
0026359349,360071,Rocket Connect LLC
0026368415,360028,"Encore Communications, Inc."
0026369231,360125,"Redzone Wireless, LLC"
0026376368,350023,"City of Fairlawn, Ohio"
0026392407,380042,Fireball Wireless LLC
0026424416,370108,"South Central Communications, Inc."
0026430645,380093,North Alabama Electric Cooperative
0026476333,370110,"Midstates Data Transport, LLC"
0026494492,480003,"Adirondack Techs, LLC"
0026495325,240041,Google LLC
0026511618,350134,AV Wireless Inc.
0026511923,300110,Mohawk Networks LLC
0026515742,470061,"Public Utilities District No. 1 of Jefferson County, Washington"
0026541029,470122,Advanced Internet
0026580951,510064,Lake Placid Fiber LLC
0026586768,370073,Net NV LLC
0026586990,390166,"Mansfield Community Fiber, Inc."
0026609206,380097,Pacific Independent Technology Alliance LLC
0026618306,370029,"Continental Divide Electric Cooperative, Inc."
0026642223,370141,"Wi-Fiber, Inc."
0026644666,360006,"Bandera Electric Cooperative, Inc."
0026646661,131378,"Future Fiber FinCo, LLC"
0026675546,400046,"Ting Fiber, Inc."
0026677948,360097,Wells Community Internet Project
0026694422,370132,"UpNet WI, LLC"
0026713099,390106,South Central Arkansas Electric Cooperative
0026723635,370048,Hillcom Inc.
0026728980,360100,Zetalink LP
0026756049,410136,"Compass Broadband Network, Inc."
0026757542,360010,Blue Pulse Networks LLC
0026771139,470121,"Xtratyme Technologies, Inc."
0026799551,360069,Prince George Electric Cooperative
0026802363,380051,Ravalli Electric Cooperative
0026802439,360038,"High Rapid Networks, LLC"
0026812560,360115,AIRCELL Inc.
0026814624,360032,Georgia Highspeed Country Internet
0026832444,380048,"Gigabeam Internet, LLC"
0026838268,400035,Pathfinder LLC
0026865964,460089,"VFN Holdings, Inc."
0026899245,370121,TellerWifi LLC
0026905596,460630,xyTel LLC
0026913608,400086,Johnson City Energy Authority
0026932111,440141,Happy Cycling LLC
0026932426,360013,"Cajun Broadband, Inc."
0026946046,350085,"WH i3B Bidco LLC/WH i3B Topco, LLC"
0026963629,410143,Morgan Wireless LLC
0026977231,370038,Falcon Internet
0026980672,410086,Rural Broadband Cooperative
0026995332,390050,Holston Electric Cooperative
0026997874,390124,Tri-County Electric Membership Corporation
0027007624,370035,"Engineer Austin, LLC"
0027014901,390107,"Southeast MN Wifi, LLC"
0027034081,460056,Nimbus Solutions
0027042928,370128,Tuttle Development Authority
0027051564,360111,City of Greenfield
0027115989,480015,"B-Y Internet, LLC"
0027116029,130267,"Citizens Telephone Cooperative, Inc. (WI)"
0027133545,160157,"Zito West Holding, LLC"
0027136753,410168,"Skymesh, Inc."
0027148584,390101,SEMO Electric Cooperative
0027152438,400100,Newport Utilities
0027154608,390123,Tri-County Electric Cooperative
0027155993,390111,"Strada Communications, LLC"
0027160886,370037,"Falcon Broadband, Inc."
0027204247,410139,Eclipse Communications
0027216944,380149,"WiFires Communications, LLC"
0027223122,380139,Connection Concepts LLC
0027231075,390075,"MINetworks, Inc."
0027240662,370160,Smith Internet Solutions LLC
0027242494,131124,"Rochester Telephone Company, Inc."
0027256056,370004,"600Amps Internet Services, Inc."
0027263490,370066,"Lavalink, LLC"
0027271485,130690,"Atlas Connectivity, LLC"
0027275361,370039,"Florida WiFi, LLC"
0027283902,370067,"Locl-Net, Inc."
0027310234,430224,4NET Inc.
0027324789,450162,FamilyNet Inc.
0027336676,380153,"Zion Broadband, Inc."
0027343177,380012,"Andrena, Inc."
0027343813,390121,"The Butler Rural Electric Cooperative Association, Inc."
0027344498,360119,Hankins Information Technology
0027345693,490064,Midwest Fiber Holdings LP
0027353192,400105,Orange County REMC
0027354836,390044,Gibson Electric Membership Corporation
0027362102,410153,Craighead Elecric Cooperative Corporation
0027364959,390046,"Great Lakes Energy Connections, Inc."
0027379676,440199,East Central Vermont Telecommunications District
0027382639,410067,Meriwether Lewis Electric Cooperative
0027385558,370079,"Nuvisions Solutions, LLC"
0027386465,400118,South Central Indiana Rural Electric Membership Corporation
0027408657,400012,Countrymen Communications Inc.
0027415710,390034,"Eastern Carolina Broadband, LLC"
0027443225,370164,"Fiber Connect, LLC."
0027457381,410174,Cloud 9 Wireless LLC
0027458835,410145,Natural G.C. Inc.
0027468826,400102,"Otsego Electric Cooperative, Inc."
0027476175,470111,"River City Wireless, Inc."
0027511815,460104,"Kiza, Inc."
0027522408,400103,Oklahoma Electric Cooperative
0027535764,400008,Chisholm Broadband
0027547504,380039,"Esparto Broadband, Inc."
0027576503,390157,"yondoo Broadband, LLC"
0027589688,390052,Indianola Municipal Utilities
0027611367,470044,Jasper County Rural Electric Membership Corporation
0027626464,430178,"Tier Two Communications, LLC"
0027642784,380069,Liberty Broadband LLC
0027655422,130721,"Laurel Highland Total Communications, Inc."
0027663160,130967,OACYS Technology
0027669977,460092,"WeLink Communications, Inc."
0027677814,130311,"Colorado Valley Telephone Cooperative, Inc."
0027694736,390067,Locality Networks Inc.
0027713205,390085,"PD Fiber, LLC"
0027729573,390018,Central Virginia Electric Cooperative
0027738798,131486,Wilkes Telephone Membership Corporation
0027756949,190188,Hudson Valley Wireless
0027757293,130795,Court Square Capital Partners
0027761279,380034,"Consolidated Electric Cooperative, Inc."
0027762251,380087,"Networx Technologies, LLC"
0027763937,420163,Zero2 Wireless
0027765866,420167,Digital Technology Solutions Inc.
0027768563,380178,"MidwayNet, LLC"
0027785880,380079,"Mike Gunther Industries, Inc."
0027793074,131445,"Wabash Telephone Cooperative, Inc."
0027810050,410185,East Central Oklahoma Electric Cooperative
0027815794,410008,Arkansas Valley Electric Cooperative Corporation
0027817238,380150,WiSpan Internet LLC
0027820828,380077,AeroFlight Internet
0027822840,380063,JTN Communications
0027832633,420135,Tri-County Rural Electric Cooperative
0027843333,400094,Mecklenburg Electric Cooperative
0027846104,290111,"Viasat, Inc."
0027848720,480117,The Chickasaw Nation
0027863109,390121,"The Butler Rural Electric Cooperative Association, Inc."
0027876382,380070,"LightGig Communications, LLC"
0027924034,380107,RTA of America
0027924521,400034,Outernet Broadband LLC
0027930288,410100,Tennessee Telecommunications Company
0027932664,420116,Skypacket Networks Inc.
0027936434,390021,City of Mont Belvieu
0027979095,440138,GreatWave Communications
0027980184,131486,Wilkes Telephone Membership Corporation
0027983063,410037,Express WISP LLC
0027986405,390031,"Crazy Communications, LLC"
0027990688,420080,MS Wifi Zone
0027995869,420029,Current Inc.
0028008738,420150,Wavelength LLC
0028072346,130081,"ATN International, Inc."
0028096147,130690,"Atlas Connectivity, LLC"
0028107282,410115,White Cloud Communications US LLC
0028116416,430219,TriTech Wireless LLC
0028129054,430079,"Susquehanna Broadband, LLC"
0028131696,390015,"Bluegrass Fiber, LLC"
0028135085,420175,Central Connect LLC
0028145480,400029,"Lockridge Networks, LLC"
0028160588,430185,Angeles Enterprises
0028161230,410165,"Optimal Home Solutions, LLC"
0028167187,460047,"Kaniksu, LLC"
0028173862,430010,Bayfield Wireless
0028202844,410018,City of Fort Collins
0028243186,400016,"Fiber Wave, LLC"
0028244887,390113,SWIFT Services LLC
0028257129,500026,Haywire
0028260883,390057,IT Works LLC
0028261543,130036,"Alhambra-Grantfork Communications, Inc."
0028278133,410063,Luminate Fiber LLC
0028299766,390048,"Hawk Networks, Inc."
0028340545,400044,"SVE Connect, LLC"
0028341600,420084,"Nola Broadband, Inc."
0028396885,410066,Meeker Cooperative Light & Power Association
0028416626,400115,Simple Fiber Communications LLC
0028437812,400083,"Forked Deer Electric Cooperative, Inc."
0028448488,390062,Krms Products LLC
0028450591,420139,Us New Era Internet Corp.
0028499457,430073,Silver Rapid LLC
0028499796,420021,City of Loveland
0028504900,470117,South Bay Internet
0028505725,390152,Wireless Broadband Solutions Inc.
0028523280,480012,"Blue Ridge Internet, LLC"
0028528867,260010,"Concept Communications, LLC"
0028543437,410027,Crowsnest Broadband LLC
0028544229,390142,Barger Creek LLC
0028569010,350116,"Whittrio, Inc."
0028574499,420137,Foursight Communications LLC
0028578672,400025,JackRabbit Wireless LLC
0028617330,410131,318 HighSpeed LLC
0028625077,400006,"Carbon Valley Internet, LLC"
0028647428,460028,Elevate Technology Group
0028663961,460084,Uber Wireless LLP
0028688471,400032,Mono Broadband
0028703932,400015,Faster Cajun LLC
0028709962,410031,DigitalC
0028718468,400053,"Unlimited Net Partners, LLC"
0028719698,420073,"Little Miami Gig, LLC"
0028731156,460018,Chicopee Municipal Lighting Plant
0028750859,430044,"HRcom, Inc."
0028751543,400021,"Heritage Broadband, LLC"
0028766152,400051,"Trinity Communications, LLC"
0028768463,430209,Rimrock Wireless
0028771566,400027,"Kayenta Technologies, LLC"
0028772036,400055,Willard Communications LLC
0028772382,420147,Vinton Municipal Communications Utility
0028774750,400047,Tipmont Rural Electric Membership Corporation
0028809184,410160,CNS Internet Services
0028817815,440017,City of Hillsboro
0028868248,420048,Gateway Fiber Holdings LLC
0028886216,220079,Blue Mountain Networks LLC
0028909596,410155,Lakeland Internet
0028956738,131486,Wilkes Telephone Membership Corporation
0028957306,340070,"Point Broadband Fiber Holding, LLC"
0028970093,490062,Vision Wifi Inc.
0028972685,400028,"Kentucky Wireless, LLC"
0028990836,410180,"Zeta Broadband, Inc."
0028992642,400010,"City of Marshall, Michigan"
0029020799,450174,Wyyerd Group LLC
0029046562,410090,Siyeh Communications
0029061314,400094,Mecklenburg Electric Cooperative
0029062494,440149,Lyme Fiber LLC
0029103363,410183,"Bluegrass Broadband, LLC"
0029145638,530087,"Clik Broadband, LLC"
0029148806,440058,"MSEC Communications, LLC"
0029151354,460082,"Town of Estes Park, Colorado"
0029154457,410103,"Treehouse Broadband, LLC"
0029174810,420027,"Critical Links, LLC"
0029174828,440167,Ridge Tower Network LLC
0029180288,410064,Martek Wireless LLC
0029189131,420028,"Cumberland Connect, LLC"
0029189842,460046,Jicarilla Apache Nation Power Authority
0029221694,430123,Fond du Lac Band of Lake Superior Chippewa
0029237369,410114,"Mega Broadband Investments Holdings, LLC"
0029239688,460536,"Diverse Power, Inc."
0029241007,430085,"TNT-WIFI, LLC"
0029244829,131486,Wilkes Telephone Membership Corporation
0029261443,370078,Northwest Ohio Broadband LLC
0029282795,470030,Boston Omaha Corporation
0029285103,280011,"James Bouse Enterprises, LLC"
0029292448,440144,Horizon Broadband LLC.
0029298262,430052,"MCEC Fiber, Inc."
0029325644,420040,ENC Access Investments LLC
0029332327,420181,Newaygo County Regional Educational Service Agency
0029367299,420059,"Hub66, Inc."
0029387420,440179,Ts Network
0029491339,430026,"Satellite Center, LLC"
0029494382,450099,"Pendleton Overground, LLC"
0029500048,430004,"EnerMuscle Marketing, LLC"
0029513256,300092,"Mission Valley Communications, LLC"
0029531852,440029,ElektraFi LLC
0029536596,510065,"Cosmo Network Solutions, LLC"
0029537164,460037,HarvestBeam Inc.
0029537800,380065,KGI Communications LLC
0029549771,470070,"SOM1101, LLC"
0029570694,450158,Nevada County Fiber Inc.
0029575362,450177,"Stroud Media, LLC"
0029581857,430090,"U.S. Electric & Communications, LLC"
0029593969,470112,Fuse Telecom LLC
0029595170,430176,"Wisper ISP, Inc."
0029610300,420101,Prologic Technology Services LLC
0029615358,500027,Hill Country Broadband Inc.
0029626009,130258,Frontier Communications Corporation
0029636545,410164,Mason County Public Utility District No. 3
0029639267,410159,"Airwave Networks, LLC"
0029655289,430021,Coast Electric Power Association
0029663226,450119,"Southwest Arkansas Electric Cooperative, Inc."
0029666625,430028,Delta Electric Power Association
0029666989,430086,Tombigbee Electric Power Association
0029670247,440102,"Tri-County Electric Cooperative, Inc."
0029677945,420020,City of Anacortes
0029679099,500023,"Fuse Rural Connect, LLC"
0029680824,450128,Ultranet LLC
0029683711,430011,"Beacon Broadband, Inc."
0029687035,430056,"M-Pulse Fiber, LLC"
0029688389,430051,"Lynches River Communications, Inc."
0029689346,430063,North East Fiber LLC
0029689585,480037,Farmer Electric Cooperative Corporation
0029693223,430204,Lake Bruin Wireless LLC
0029697935,530012,"Berryville Broadband, Inc"
0029702768,450106,"Rapid Wireless, LLC"
0029713260,450060,Johnson County Rural Electric Membership Cooperative
0029721511,430114,"Conexon Connect, LLC"
0029731742,430030,East Mississippi Electric Power Association
0029732476,530013,"Columbia Basin Electric Cooperative, Inc."
0029733268,450026,Central Rural Electric Cooperative
0029744430,131416,"Varcomm Holdings, Inc."
0029746377,390124,Tri-County Electric Membership Corporation
0029757390,440155,Natchez Trace Electric Power Association
0029764370,390167,ZiTEL LLC
0029765211,420173,"Northwest Fiber, LLC"
0029765310,130201,Carnegie Telephone Company
0029766169,440122,Canadian Valley Electric Cooperative
0029774775,430179,County of Orangeburg
0029779642,420017,Central Alabama Electric Cooperative
0029787611,460616,The Foerster Project LLC
0029791175,420004,AmigoNet
0029794377,420125,"Taluslink, LLC"
0029816170,430034,"Force Broadband, LLC"
0029818481,420012,"Blue Sky Wireless, LLC"
0029822541,430109,Centric Infrastructure Group LLC
0029827813,390080,Fiberwave
0029867777,420124,Tallahatchie Valley Internet Services
0029883048,430202,"Jackson Broadband, Inc."
